ID,CISControlID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,Namespace,Property,ClassName,DefaultValue,RecommendedValue,Operator,Severity,ControlProfile,AutoRemediate,RequiresReboot,SystemImpact,UserImpact,RollbackComplexity,BusinessJustification
SHA383,10.5,Enhanced Microsoft Defender,Configure Microsoft Defender Antivirus: Configure controlled folder access,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Controlled Folder Access,EnableControlledFolderAccess,,,,0,1,=,High,All,Yes,No,3,2,3,Enable controlled folder access
SHA384,10.5,Enhanced Microsoft Defender,Configure Microsoft Defender SmartScreen: Configure App Install Control,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\SmartScreen,ConfigureAppInstallControlEnabled,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable app install control
SHA385,10.5,Enhanced Microsoft Defender,Configure Microsoft Defender SmartScreen: Configure App Install Control to be in warn mode,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\SmartScreen,ConfigureAppInstallControl,,,,0,Warn,=,Medium,All,Yes,No,1,1,2,Set SmartScreen to warn mode
SHA386,4.1,Kerberos/KDC,Computer Configuration: Maximum lifetime for user ticket,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,MaxTicketAge,,,,0,10,<=,Medium,DomainController,Yes,No,3,2,2,Limit user ticket lifetime to 10 hours
SHA387,4.1,Kerberos/KDC,Computer Configuration: Maximum lifetime for user ticket renewal,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,MaxRenewAge,,,,0,7,<=,Medium,DomainController,Yes,No,3,2,2,Limit ticket renewal to 7 days
SHA388,4.1,Kerberos/KDC,Computer Configuration: Maximum lifetime for service ticket,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,MaxServiceAge,,,,0,600,<=,Medium,DomainController,Yes,No,3,2,2,Limit service ticket to 10 hours
SHA389,4.1,Kerberos/KDC,Computer Configuration: Maximum tolerance for computer clock synchronization,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,MaxClockSkew,,,,0,5,<=,Medium,DomainController,Yes,No,3,2,2,Limit clock skew to 5 minutes
SHA390,4.1,Kerberos/KDC,Computer Configuration: Enforce user logon restrictions,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,KdcValidateClient,,,,0,1,=,Medium,DomainController,Yes,No,3,2,2,Enable KDC client validation
SHA391,4.1,Kerberos/KDC,Computer Configuration: Use Microsoft Kerberos DES encryption types,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters,AllowTgtSessionKey,,,,1,0,=,High,DomainController,Yes,No,3,2,2,Disable DES encryption for Kerberos
SHA392,10.1,Device Guard,Turn On Virtualization Based Security,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,EnableVirtualizationBasedSecurity,,,,0,1,=,High,All,No,No,5,2,3,Enable VBS for enhanced security
SHA393,10.1,Device Guard,Turn On Virtualization Based Security: Select Platform Security Level,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,RequirePlatformSecurityFeatures,,,,0,3,=,High,All,No,No,5,2,3,Require secure boot and DMA protection
SHA394,10.1,Device Guard,Turn On Virtualization Based Security: Virtualization Based Protection of Code Integrity,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HypervisorEnforcedCodeIntegrity,,,,0,1,=,High,All,No,No,5,2,3,Enable hypervisor code integrity
SHA395,10.1,Device Guard,Turn On Virtualization Based Security: Require UEFI Memory Attributes Table,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HVCIMATRequired,,,,0,1,=,High,All,No,No,5,2,3,Require UEFI memory attributes
SHA396,10.1,Device Guard,Turn On Virtualization Based Security: Credential Guard Configuration,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,LsaCfgFlags,,,,0,2,=,High,All,No,No,5,2,3,Enable Credential Guard with UEFI lock
SHA397,10.3,Device Guard,Turn On Virtualization Based Security: Secure Launch Configuration,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,ConfigureSystemGuardLaunch,,,,0,1,=,High,All,No,No,5,2,3,Enable secure launch configuration
SHA398,3.8,Administrative Templates,Configure Windows Error Reporting: Disable Windows Error Reporting,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Error Reporting,Disabled,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable Windows Error Reporting
SHA399,3.8,Administrative Templates,Configure Windows Error Reporting: Do not send additional data,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Error Reporting,DontSendAdditionalData,,,,0,1,=,Medium,All,Yes,No,1,1,2,Prevent additional data transmission
SHA400,3.8,Administrative Templates,Configure Windows Spotlight: Turn off all Windows Spotlight features,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CloudContent,DisableWindowsSpotlightFeatures,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable Windows Spotlight
SHA401,3.8,Administrative Templates,Configure Windows Spotlight: Turn off the Windows Spotlight on Action Center,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CloudContent,DisableWindowsSpotlightOnActionCenter,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable Spotlight on Action Center
SHA402,3.8,Administrative Templates,Configure Windows Spotlight: Do not suggest third-party content in Windows Spotlight,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\CloudContent,DisableThirdPartySuggestions,,,,0,1,=,Medium,All,Yes,No,1,1,2,Block third-party content suggestions
SHA403,7.3,Administrative Templates,Configure Windows Update: Turn off auto-restart for updates during active hours,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU,NoAutoRebootWithLoggedOnUsers,,,,0,1,=,Medium,All,Yes,No,3,2,2,Prevent forced reboots during active hours
SHA404,7.3,Administrative Templates,Configure Windows Update: Configure automatic updates detection frequency,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU,DetectionFrequencyEnabled,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable update detection frequency
SHA405,7.3,Administrative Templates,Configure Windows Update: Set detection frequency,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU,DetectionFrequency,,,,0,4,=,Medium,All,Yes,No,1,1,2,Set 4-hour update detection frequency
SHA406,4.1,Security Options,Configure Network Security: LAN Manager authentication level,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,LmCompatibilityLevel,,,,0,5,=,High,All,Yes,No,3,2,2,Set LAN Manager to NTLMv2 only
SHA407,4.1,Security Options,Configure Network Security: Minimum session security for NTLM SSP based clients,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,NTLMMinClientSec,,,,0,537395200,=,High,All,Yes,No,3,2,2,Require NTLMv2 and 128-bit encryption
SHA408,4.1,Security Options,Configure Network Security: Minimum session security for NTLM SSP based servers,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,NTLMMinServerSec,,,,0,537395200,=,High,All,Yes,No,3,2,2,Require NTLMv2 and 128-bit encryption
SHA409,4.1,Security Options,Configure Network Security: Allow Local System to use computer identity for NTLM,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,UseMachineId,,,,0,1,=,Medium,All,Yes,No,3,2,2,Allow machine identity for NTLM
SHA410,4.1,Security Options,Configure Network Security: Allow LocalSystem NULL session fallback,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\MSV1_0,AllowNullSessionFallback,,,,1,0,=,High,All,Yes,No,3,2,2,Disable NULL session fallback
SHA411,4.1,Security Options,Configure Network Security: Allow PKU2U authentication requests,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\pku2u,AllowOnlineID,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable PKU2U online ID authentication
SHA412,3.11,Administrative Templates,Configure Certificate Services: Set the certificate store,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Cryptography\Configuration\SSL\00010002,Functions,,,,,"TLS_RSA_WITH_AES_256_CBC_SHA256,TLS_RSA_WITH_AES_128_CBC_SHA256",=,Medium,All,Yes,No,3,2,2,Configure secure SSL cipher suites
SHA413,3.11,Administrative Templates,Configure Certificate Services: Disable SSL 2.0,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\SSL 2.0\Server,Enabled,,,,1,0,=,High,All,Yes,No,3,2,2,Disable insecure SSL 2.0 protocol
SHA414,3.11,Administrative Templates,Configure Certificate Services: Disable SSL 3.0,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\SSL 3.0\Server,Enabled,,,,1,0,=,High,All,Yes,No,3,2,2,Disable insecure SSL 3.0 protocol
SHA415,3.11,Administrative Templates,Configure Certificate Services: Disable TLS 1.0,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.0\Server,Enabled,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable legacy TLS 1.0 protocol
SHA416,3.11,Administrative Templates,Configure Certificate Services: Disable TLS 1.1,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.1\Server,Enabled,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable legacy TLS 1.1 protocol
SHA417,3.11,Administrative Templates,Configure Certificate Services: Enable TLS 1.2,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.2\Server,Enabled,,,,0,1,=,Medium,All,Yes,No,3,2,2,Enable secure TLS 1.2 protocol
SHA418,3.11,Administrative Templates,Configure Certificate Services: Enable TLS 1.3,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.3\Server,Enabled,,,,0,1,=,Medium,All,Yes,No,3,2,2,Enable modern TLS 1.3 protocol
SHA419,5.1,Administrative Templates,Allow the use of biometrics,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Biometrics,Enabled,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable biometric authentication
SHA420,5.1,Administrative Templates,Configure enhanced anti-spoofing for facial recognition,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures,EnhancedAntiSpoofing,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable enhanced facial recognition security
SHA421,5.1,Administrative Templates,Configure system pool storage,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Biometrics,UseSystemPool,,,,0,1,=,Medium,All,Yes,No,3,2,2,Use system pool for biometric storage
SHA422,5.5,Administrative Templates,Configure Remote Desktop Services: Disable password saving,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,DisablePasswordSaving,,,,0,1,=,High,All,Yes,No,1,1,2,Disable RDP password saving
SHA423,4.8,Administrative Templates,Configure Remote Desktop Services: Do not allow COM port redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableCcm,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable COM port redirection
SHA424,4.8,Administrative Templates,Configure Remote Desktop Services: Do not allow drive redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableCdm,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable drive redirection
SHA425,4.8,Administrative Templates,Configure Remote Desktop Services: Do not allow LPT port redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableLPT,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable LPT port redirection
SHA426,4.8,Administrative Templates,Configure Remote Desktop Services: Do not allow supported Plug and Play device redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisablePNPRedir,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable PnP device redirection
SHA427,4.8,Administrative Templates,Configure Remote Desktop Services: Always prompt for password upon connection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fPromptForPassword,,,,0,1,=,High,All,Yes,No,1,1,2,Always prompt for RDP password
SHA428,4.8,Administrative Templates,Configure Remote Desktop Services: Require secure RPC communication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fEncryptRPCTraffic,,,,0,1,=,High,All,Yes,No,1,1,2,Require encrypted RPC traffic
SHA429,4.8,Administrative Templates,Configure Remote Desktop Services: Require use of specific security layer for remote connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,SecurityLayer,,,,0,2,=,High,All,Yes,No,1,1,2,Require SSL for RDP connections
SHA430,4.8,Administrative Templates,Configure Remote Desktop Services: Require user authentication for remote connections by using Network Level Authentication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,UserAuthentication,,,,0,1,=,High,All,Yes,No,1,1,2,Require Network Level Authentication
SHA431,4.8,Administrative Templates,Configure Remote Desktop Services: Set client connection encryption level,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,MinEncryptionLevel,,,,0,3,=,High,All,Yes,No,1,1,2,Require high encryption for RDP
SHA432,4.8,Administrative Templates,Configure Windows Update: Allow Automatic Updates immediate installation,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU,AutoInstallMinorUpdates,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable immediate minor update installation
SHA433,4.8,Administrative Templates,Configure Windows Update: Allow non-administrators to receive update notifications,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU,EnableFeaturedSoftware,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable featured software notifications
SHA434,4.8,Administrative Templates,Configure Windows Update: Allow signed updates from an intranet Microsoft update service location,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,AcceptTrustedPublisherCerts,,,,0,1,=,Medium,All,Yes,No,1,1,2,Accept trusted publisher certificates
SHA435,4.8,Administrative Templates,Configure Windows Update: Display options for update notifications,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU,AutomaticMaintenanceEnabled,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable automatic maintenance
SHA436,4.8,Administrative Templates,Configure Windows Update: Enable client-side targeting,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,TargetReleaseVersion,,,,0,1,=,Medium,All,Yes,No,3,2,2,Enable client-side update targeting
SHA437,4.8,Administrative Templates,Configure System: Boot-Start Driver Initialization Policy,Registry,,HKLM:\SYSTEM\CurrentControlSet\Policies\EarlyLaunch,DriverLoadPolicy,,,,0,3,=,Medium,All,Yes,No,3,2,2,Set boot driver policy to good and unknown
SHA438,4.8,Administrative Templates,Configure System: Specify the maximum log file size (KB),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application,MaxSize,,,,0,32768,>=,Medium,All,Yes,No,1,1,2,Set minimum application log size
SHA439,4.8,Administrative Templates,Configure System: Specify the maximum log file size for Security log,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security,MaxSize,,,,0,196608,>=,Medium,All,Yes,No,1,1,2,Set minimum security log size
SHA440,4.8,Administrative Templates,Configure System: Specify the maximum log file size for System log,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System,MaxSize,,,,0,32768,>=,Medium,All,Yes,No,1,1,2,Set minimum system log size
SHA441,4.8,Administrative Templates,Configure Data Execution Prevention: Turn on DEP for essential Windows programs and services only,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoDataExecutionPrevention,,,,1,0,=,High,All,Yes,No,3,2,2,Enable DEP for all programs
SHA442,4.8,Administrative Templates,Configure Data Execution Prevention: Turn on DEP for all programs,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\Memory Management,ExecuteOptions,,,,0,2,=,High,All,Yes,No,3,2,2,Enable OptIn DEP policy
SHA443,4.8,Administrative Templates,Configure Application Compatibility: Turn off Application Compatibility Engine,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppCompat,DisableEngine,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable application compatibility engine
SHA444,4.8,Administrative Templates,Configure Application Compatibility: Turn off Program Compatibility Assistant,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppCompat,DisablePCA,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable program compatibility assistant
SHA445,4.8,Administrative Templates,Configure Application Compatibility: Turn off Steps Recorder,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppCompat,DisableUAR,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable user action recording
SHA446,4.8,Administrative Templates,Configure Windows Search: Allow Cloud Search,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCloudSearch,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable cloud search functionality
SHA447,4.8,Administrative Templates,Configure Windows Search: Allow Cortana,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCortana,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable Cortana functionality
SHA448,4.8,Administrative Templates,Configure Server Core: Install OptionalFeatures,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,InstallOptionalFeatures,,,,1,0,=,Medium,Server,Yes,No,3,2,2,Restrict optional feature installation
SHA449,4.8,Administrative Templates,Configure Server Manager: Do not display Manage this server page at logon,Registry,,HKLM:\SOFTWARE\Microsoft\ServerManager,DoNotOpenInitialConfigurationTasksAtLogon,,,,0,1,=,Low,Server,Yes,No,1,1,2,Disable Server Manager initial tasks
SHA450,4.8,Administrative Templates,Configure Server Manager: Do not display Server Manager automatically at logon,Registry,,HKLM:\SOFTWARE\Microsoft\ServerManager,DoNotOpenServerManagerAtLogon,,,,0,1,=,Low,Server,Yes,No,1,1,2,Disable automatic Server Manager startup
SHA451,4.8,Administrative Templates,Configure Hyper-V: Enhanced Session Mode Policy,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Hyper-V\VirtualMachine,AllowEnhancedSessionMode,,,,1,0,=,Medium,Server,Yes,No,3,2,2,Disable enhanced session mode for security
SHA452,4.8,Administrative Templates,Configure Windows Containers: Restrict privileged containers to administrators,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Containers,RequireAdminPrivilegedContainers,,,,0,1,=,Medium,Server,Yes,No,3,2,2,Require admin rights for privileged containers
SHA453,4.8,Administrative Templates,Configure Storage Spaces Direct: Require encryption,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\ClusDisk\Parameters,S2DEncryptionAtRest,,,,0,1,=,Medium,Server,Yes,No,1,1,2,Require encryption for Storage Spaces Direct
SHA454,4.8,Administrative Templates,Configure Windows Admin Center: Allow connections,Registry,,HKLM:\SOFTWARE\Microsoft\ServerManagementGateway,AllowConnections,,,,1,0,=,Medium,Server,Yes,No,3,2,2,Disable Windows Admin Center by default
SHA455,4.8,Administrative Templates,Configure Windows 11: Hide People icon on taskbar,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,HidePeopleBar,,,,0,1,=,Low,Endpoint,Yes,No,1,1,2,Hide People icon for privacy
SHA456,4.8,Administrative Templates,Configure Windows 11: Turn off Windows 11 upgrade notifications,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate,TargetReleaseVersion,,,,0,1,=,Medium,Endpoint,Yes,No,1,1,2,Prevent Windows 11 upgrade notifications
SHA457,4.8,Administrative Templates,Configure Windows 11: Disable Chat icon on taskbar,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Chat,ChatIcon,,,,1,0,=,Medium,Endpoint,Yes,No,1,1,2,Disable Windows Chat integration
SHA458,4.8,Administrative Templates,Configure Windows 11: Turn off Widget service,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Dsh,AllowNewsAndInterests,,,,1,0,=,Medium,Endpoint,Yes,No,1,1,2,Disable Windows 11 Widgets
SHA459,4.8,Administrative Templates,Configure Windows 11: Disable News and interests on taskbar,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Feeds,EnableFeeds,,,,1,0,=,Medium,Endpoint,Yes,No,1,1,2,Disable news and interests feed
SHA460,4.8,Administrative Templates,Configure Windows 11: Turn off Windows Insider Program,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\PreviewBuilds,AllowBuildPreview,,,,1,0,=,Medium,Endpoint,Yes,No,1,1,2,Disable Windows Insider participation
SHA461,4.8,Administrative Templates,Configure Group Policy: Configure user Group Policy loopback processing mode,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,UserPolicyMode,,,,0,2,=,Medium,All,Yes,No,3,2,2,Enable replace mode for user policy
SHA463,4.8,Administrative Templates,Configure Group Policy: Set Group Policy refresh interval for computers,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,GroupPolicyRefreshTime,,,,0,90,=,Medium,All,Yes,No,1,1,2,Set 90-minute GP refresh interval
SHA464,4.8,Administrative Templates,Configure Group Policy: Set Group Policy refresh interval for Domain Controllers,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,GroupPolicyRefreshTimeDC,,,,0,5,=,Medium,DomainController,Yes,No,1,1,2,Set 5-minute GP refresh for DCs
SHA465,4.8,Administrative Templates,Configure MSB: Allow standby states (S1-S3) when sleeping (on battery),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab,DCSettingIndex,,,,0,0,=,Medium,Endpoint,Yes,No,3,2,2,Disable standby states on battery
SHA466,4.8,Administrative Templates,Configure MSB: Allow standby states (S1-S3) when sleeping (plugged in),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab,ACSettingIndex,,,,0,0,=,Medium,Endpoint,Yes,No,3,2,2,Disable standby states when plugged in
SHA467,4.8,Administrative Templates,Configure MSB: Require a password when a computer wakes (on battery),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,DCSettingIndex,,,,0,1,=,Medium,Endpoint,Yes,No,1,1,2,Require password on wake (battery)
SHA468,4.8,Administrative Templates,Configure MSB: Require a password when a computer wakes (plugged in),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,ACSettingIndex,,,,0,1,=,Medium,Endpoint,Yes,No,1,1,2,Require password on wake (plugged in)
SHA469,4.8,Administrative Templates,Configure MSB: Configure Offer Remote Assistance,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fAllowUnsolicited,,,,1,0,=,High,All,Yes,No,3,2,2,Disable unsolicited remote assistance
SHA470,4.8,Administrative Templates,Configure MSB: Configure Solicited Remote Assistance,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fAllowToGetHelp,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable solicited remote assistance
SHA471,4.8,Administrative Templates,Configure Windows Firewall: Block outbound connections for Windows Store apps,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\FirewallRules,BlockOutboundStoreApps,,,,0,1,=,Medium,All,Yes,No,3,2,2,Block Store app outbound connections
SHA472,4.8,Administrative Templates,Configure Windows Firewall: Enable Windows Firewall logging for all profiles,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogFilePath,,,,,C:\Windows\System32\LogFiles\Firewall\pfirewall.log,=,Medium,All,Yes,No,1,1,2,Enable comprehensive firewall logging
SHA473,4.8,Administrative Templates,Configure Windows Hello for Business: Use a hardware security device,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\PassportForWork,RequireSecurityDevice,,,,0,1,=,Medium,All,Yes,No,3,2,2,Require hardware security device for WHfB
SHA474,4.8,Administrative Templates,Configure Windows Hello for Business: Use biometrics,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\PassportForWork,DisablePostLogonProvisioning,,,,0,1,=,Medium,All,Yes,No,3,2,2,Disable post-logon WHfB provisioning
SHA475,4.8,Administrative Templates,Configure Windows Hello for Business: Use PIN recovery,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\PassportForWork,EnablePinRecovery,,,,1,0,=,Medium,All,Yes,No,3,2,2,Disable PIN recovery for security
SHA476,4.8,Administrative Templates,Configure Microsoft Edge: Allow InPrivate browsing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Edge,InPrivateModeAvailability,,,,0,1,=,Medium,Endpoint,Yes,No,1,1,2,Restrict InPrivate browsing
SHA477,4.8,Administrative Templates,Configure Microsoft Edge: Enable saving passwords to the password manager,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Edge,PasswordManagerEnabled,,,,1,0,=,Medium,Endpoint,Yes,No,1,1,2,Disable password manager
SHA478,4.8,Administrative Templates,Configure Microsoft Edge: Control the use of the Web Authentication API,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Edge,WebAuthenticationPermissionPolicy,,,,0,2,=,Medium,Endpoint,Yes,No,1,1,2,Block web authentication API
SHA479,4.8,Administrative Templates,Configure Microsoft Edge: Enable network prediction,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Edge,NetworkPredictionOptions,,,,0,2,=,Medium,Endpoint,Yes,No,1,1,2,Disable network prediction
SHA480,4.8,Administrative Templates,Configure Microsoft Edge: Enable search suggestions,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Edge,SearchSuggestEnabled,,,,1,0,=,Medium,Endpoint,Yes,No,1,1,2,Disable search suggestions
SHA481,4.8,Administrative Templates,Configure DNS: Configure DNS over HTTPS,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Dnscache\Parameters,EnableAutoDoh,,,,0,2,=,Medium,All,Yes,No,3,2,2,Enable automatic DNS over HTTPS
SHA482,4.8,Administrative Templates,Configure DNS: Turn off multicast name resolution,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient,EnableMulticast,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable multicast DNS resolution
SHA483,4.8,Administrative Templates,Configure DNS: Turn off smart multi-homed name resolution,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient,DisableSmartNameResolution,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable smart name resolution
SHA484,4.8,Administrative Templates,Configure Credential Guard: Enable secure boot and DMA protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,RequirePlatformSecurityFeatures,,,,0,3,=,High,Server,Yes,No,5,2,3,Require secure boot and DMA protection
SHA485,4.8,Administrative Templates,Configure Credential Guard: Platform security level,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,EnableVirtualizationBasedSecurity,,,,0,1,=,High,Server,Yes,No,5,2,3,Enable virtualization-based security
